;tweetid;stance;sentiment;temporal_orientation
8254;1490692074093621250;deny;positive;future
8255;1473532006936059906;believe;neutral;past
8256;1476582291640135688;believe;negative;future
8257;1480923979401596936;believe;positive;past
8258;1470069941659394048;deny;negative;present
8259;1501098362829156357;believe;neutral;future
8260;1515035813024657410;believe;neutral;past
8261;1508497879983345675;believe;positive;past
8262;1500547895174512643;believe;positive;future
8263;1498347052136538113;believe;neutral;past
8264;1481270219436081152;believe;neutral;future
8265;1471482736066142213;believe;negative;future
8266;1460486006122160130;believe;negative;future
8267;1460866932349886470;believe;negative;present
8268;1472940971641827329;believe;neutral;future
8269;1481684687018151937;believe;neutral;future
8270;1504626106133004289;believe;positive;past
8271;1479840847294353410;believe;negative;future
8272;1475597766864916480;believe;neutral;present
8273;1517321740661059584;believe;positive;future
8274;1510885781006700545;believe;positive;future
8275;1457005572889448451;believe;positive;future
8276;1496463298811908101;deny;negative;present
8277;1516825253611200532;believe;positive;present
8278;1470745149638684683;believe;neutral;past
8279;1469898886932271105;deny;positive;present
8280;1479582269987700736;believe;neutral;future
8281;1508836119978328072;believe;positive;future
8282;1514430603910737924;believe;positive;future
8283;1476528136841949185;believe;neutral;future
8284;1433263505910677505;believe;positive;present
8285;1454065778320363526;believe;negative;present
8286;1482727458827022340;believe;neutral;present
8287;1514616791036686350;believe;positive;future
8288;1480865184596045825;deny;negative;present
8289;1473371756060868608;believe;negative;present
8290;1516942088486612992;believe;positive;future
8291;1480117011766153221;deny;negative;past
8292;1484608614497193987;believe;neutral;present
8293;1478492839210278914;deny;negative;past
8294;1470518255852818434;believe;neutral;future
8295;1514527925114372100;believe;positive;future
8296;1461036083337039875;believe;negative;future
8297;1498813784495779841;believe;neutral;past
8298;1497210635318272000;deny;positive;past
8299;1480376719986937857;deny;negative;past
8300;1426879804188413954;believe;negative;future
8301;1501919282468470784;believe;positive;future
8302;1484592296809181185;believe;neutral;future
8303;1483729435123761156;believe;positive;future
8304;1511320704775606274;believe;positive;past
8305;1478422739174187013;deny;negative;past
8306;1514200503705489416;believe;positive;present
8307;1470592349990375427;believe;negative;future
8308;1484468559774371841;deny;negative;future
8309;1475576452959465473;believe;neutral;future
8310;1489894493520281601;deny;negative;past
8311;1472552030313099267;believe;negative;present
8312;1477201743939354629;believe;positive;future
8313;1499244231407583234;believe;neutral;future
8314;1496895536720396298;deny;negative;present
8315;1485251701347074053;believe;neutral;present
8316;1423503597526937601;believe;neutral;future
8317;1483504843855650832;believe;positive;present
8318;1476986961009295368;deny;negative;present
8319;1458677123330285569;believe;negative;future
8320;1491391303942553607;deny;negative;future
8321;1499760124054835203;believe;positive;present
8322;1478770145002594307;believe;positive;future
8323;1469868951660158977;believe;negative;future
8324;1517222749390852096;believe;positive;present
8325;1461673563849564161;believe;negative;present
8326;1457026044217774080;believe;neutral;present
8327;1498418448451342340;deny;negative;past
8328;1482088899283353600;believe;neutral;past
8329;1497338219800633350;deny;negative;past
8330;1498385644090900482;believe;neutral;future
8331;1469321189617188872;deny;positive;present
8332;1512913786063441920;believe;neutral;past
8333;1479184190071521285;believe;neutral;present
8334;1472900698606080005;believe;negative;present
8335;1497357551381450757;deny;negative;past
8336;1474644050527469569;believe;negative;future
8337;1496920105313193990;deny;neutral;past
8338;1480809684676268032;deny;negative;future
8339;1484188098988625928;believe;neutral;present
8340;1471451637629825032;deny;neutral;future
8341;1472985880168128527;believe;negative;present
8342;1479965053189345280;deny;negative;past
8343;1481005556554948611;believe;positive;present
8344;1453146779034161158;believe;negative;future
8345;1506560577094758411;believe;positive;future
8346;1451747313089662979;deny;negative;future
8347;1514500516721860610;believe;positive;future
8348;1509549494756597764;believe;positive;present
8349;1461734995563745280;believe;neutral;future
8350;1479064588482191363;believe;negative;future
8351;1476182134004109312;deny;negative;future
8352;1496019368274243589;deny;neutral;past
8353;1425175521977987072;believe;neutral;present
8354;1460409067503960066;believe;neutral;future
8355;1460638146329124866;believe;negative;present
8356;1461506091322331136;believe;negative;future
8357;1516200362189139972;believe;positive;future
8358;1478851251454369792;deny;negative;present
8359;1499726948657991682;believe;neutral;future
8360;1480085993302761476;deny;neutral;present
8361;1502917458096656385;believe;neutral;future
8362;1470385562611855363;believe;negative;future
8363;1483855076888387589;deny;neutral;present
8364;1476775400831275008;deny;negative;future
8365;1488627760016859143;deny;negative;past
8366;1471477759193010183;deny;negative;past
8367;1497282893684436995;deny;positive;past
8368;1517526853874950146;believe;positive;present
8369;1494032376091279360;deny;negative;present
8370;1460482497829949440;believe;negative;future
8371;1469450253174726657;believe;negative;future
8372;1468225574707638280;believe;negative;future
8373;1493690278074589188;deny;positive;present
8374;1439790226721882114;believe;positive;future
8375;1476256860319608836;believe;negative;past
8376;1514779091798409230;believe;positive;future
8377;1512234774081024018;believe;positive;future
8378;1461926588975509505;believe;negative;future
8379;1480516582514335748;believe;positive;present
8380;1460938742118682625;deny;negative;past
8381;1462171368087244815;believe;negative;future
8382;1473329398531117063;believe;negative;future
8383;1517546645931671552;believe;positive;future
8384;1508630276817436674;believe;neutral;past
8385;1508964489026322433;believe;neutral;future
8386;1470964021725741058;believe;negative;future
8387;1504661986348478464;believe;neutral;future
8388;1476658134731177990;believe;negative;future
8389;1438264898736250886;believe;neutral;future
8390;1479308371354271745;deny;positive;present
8391;1471336184634769411;believe;neutral;future
8392;1514460082913742849;believe;positive;present
8393;1481469250577436673;deny;negative;past
8394;1427958334322249736;believe;negative;future
8395;1473334086798299145;believe;neutral;present
8396;1473778770607628293;deny;positive;present
8397;1517772571231789056;believe;positive;present
8398;1495758866876964867;deny;positive;present
8399;1497975244828692481;deny;negative;present
8400;1498088027427844099;believe;neutral;future
8401;1476649745229639707;deny;negative;past
8402;1478707816382832652;deny;positive;present
8403;1424858017527328807;believe;negative;future
8404;1484488240124108802;deny;negative;present
8405;1462027773132918785;believe;negative;future
8406;1474225509965778953;believe;negative;present
8407;1502049313442181123;believe;positive;present
8408;1473322083836911617;believe;neutral;past
8409;1490782531553312772;deny;negative;future
8410;1469701998593335299;believe;negative;present
8411;1514820391541227527;believe;positive;past
8412;1467595326915637253;believe;negative;present
8413;1422497680635334672;believe;negative;future
8414;1461326437651296263;believe;neutral;present
8415;1483851233014255626;deny;positive;past
8416;1469724575797813253;believe;negative;future
8417;1485710708553785350;believe;positive;future
8418;1516020997765312512;believe;positive;present
8419;1494090932265836548;deny;negative;past
8420;1480568271866712066;believe;neutral;future
8421;1494655543142723587;deny;negative;past
8422;1468714828852342790;believe;neutral;future
8423;1477893797619146755;deny;neutral;future
8424;1489724309077643268;deny;negative;present
8425;1502067921849393161;believe;neutral;future
8426;1477945109710835715;believe;negative;past
8427;1492033272846688296;deny;negative;past
8428;1479867981710512129;deny;positive;future
8429;1462104800170962945;believe;neutral;future
8430;1479461956209692672;believe;negative;future
8431;1493709869781819393;deny;negative;present
8432;1468521291074265090;believe;negative;future
8433;1459068966589153290;believe;negative;future
8434;1502263692821360650;believe;neutral;future
8435;1485028501178753034;believe;positive;future
8436;1479286164775309315;believe;negative;future
8437;1499839736995016704;believe;neutral;past
8438;1430084862170517528;believe;neutral;future
8439;1476492407566917633;believe;negative;past
8440;1481677267235483656;believe;neutral;present
8441;1511009240869126151;believe;positive;future
8442;1471929778168942594;believe;negative;future
8443;1477223579838263296;believe;neutral;future
8444;1482783225562996749;believe;positive;present
8445;1480892757052899334;believe;neutral;future
8446;1513676472380055553;believe;positive;past
8447;1476743041301942272;deny;neutral;future
8448;1477353614217646082;deny;negative;future
8449;1433824023193038852;believe;negative;future
8450;1462305170927153153;believe;neutral;future
8451;1476929142532759558;deny;positive;past
8452;1513896306099507202;believe;positive;future
8453;1516969968771891200;believe;positive;future
8454;1514907454231887877;believe;positive;present
8455;1488248544867856385;deny;negative;future
8456;1471608043041280003;believe;negative;future
8457;1473753782542553092;deny;positive;past
8458;1514570707300016128;believe;positive;future
8459;1471992857217028098;believe;negative;future
8460;1512977396080660483;believe;positive;future
8461;1460708380683616258;believe;neutral;future
8462;1469786048691466241;believe;negative;future
8463;1459037449657540611;believe;negative;future
8464;1476870871759273987;believe;positive;future
8465;1514424816459476996;believe;positive;present
8466;1476732778427428875;believe;negative;future
8467;1472487195386814467;deny;neutral;present
8468;1501256024975495178;believe;neutral;past
8469;1477023225339006976;deny;negative;present
8470;1468627926216282123;deny;neutral;future
8471;1515000954445254665;believe;positive;future
8472;1504213820654309380;believe;neutral;past
8473;1508293849344479239;believe;positive;future
8474;1461790156281765889;believe;negative;past
8475;1499317110081789956;believe;neutral;future
8476;1472046693017284608;believe;negative;future
8477;1470405813869203457;deny;negative;past
8478;1480178914748207106;believe;negative;future
8479;1515783554432745479;believe;positive;future
8480;1468289489973956610;believe;negative;past
8481;1490770268448456704;deny;positive;past
8482;1455605709035421699;believe;positive;present
8483;1511134081480011776;believe;neutral;past
8484;1517293248200466432;believe;positive;future
8485;1435357445069619201;believe;positive;future
8486;1488192345807986697;deny;negative;past
8487;1484403363907358721;believe;neutral;present
8488;1432722308725096468;believe;negative;present
8489;1505301092229287936;believe;positive;present
8490;1452910255344549893;believe;negative;future
8491;1501481017483599874;believe;neutral;future
8492;1492641011348217861;deny;negative;future
8493;1503018646200745985;believe;positive;future
8494;1482644758925553665;believe;positive;future
8495;1450547154708221960;believe;negative;future
8496;1508907779578220545;believe;neutral;future
8497;1514965229289017357;believe;positive;future
8498;1498061877129416704;believe;neutral;past
8499;1489860942552784900;deny;negative;future
8500;1467900231853486082;believe;neutral;present
8501;1517602628334592002;believe;positive;future
8502;1479684956280471554;deny;negative;past
8503;1470192159970119682;believe;negative;future
8504;1511441936837607429;believe;positive;past
8505;1478809251187466247;deny;negative;future
8506;1468857219563372546;believe;negative;past
8507;1516019607290941445;believe;positive;future
8508;1479246631287488517;deny;negative;present
8509;1468850363939831809;believe;positive;past
8510;1488664875438063627;deny;positive;past
8511;1476731768128487424;believe;neutral;present
8512;1508650129271803906;believe;positive;future
8513;1480736610916335616;believe;neutral;future
8514;1513383873241047042;believe;positive;present
8515;1475228351891656716;believe;negative;future
8516;1482701753783095297;believe;neutral;past
8517;1477322903247110149;believe;positive;future
8518;1475556101718523907;deny;negative;past
8519;1515102822034907139;believe;positive;present
8520;1484533061261746181;deny;positive;future
8521;1480248856491134976;deny;negative;future
8522;1476870956014579712;believe;neutral;future
8523;1470161945831612416;believe;negative;future
8524;1514900389900226561;believe;positive;future
8525;1430549582778224648;believe;neutral;future
8526;1514873684619665409;believe;positive;present
8527;1515722169053024261;believe;positive;present
8528;1517330581347962880;believe;positive;past
8529;1492111722500530177;deny;negative;future
8530;1477189100016787458;believe;negative;future
8531;1514593878392848386;believe;positive;future
8532;1467739083212570625;believe;neutral;future
8533;1504315624499122178;believe;positive;future
8534;1497173618576347138;deny;negative;past
8535;1494242108827648005;deny;negative;future
8536;1504611883151724544;believe;neutral;future
8537;1476604591076696072;believe;negative;future
8538;1476698751829905411;deny;negative;present
8539;1469591595611680771;believe;negative;future
8540;1499672053707939848;believe;neutral;future
8541;1420776768965861380;believe;negative;present
8542;1513511010807787524;believe;positive;future
8543;1460866464597037058;believe;negative;future
8544;1420922848206544897;believe;positive;past
8545;1508497628467662849;believe;positive;future
8546;1515758791530319874;believe;positive;future
8547;1442705496176091136;believe;negative;present
8548;1514561622018523140;believe;positive;future
8549;1471598630054289415;deny;positive;present
8550;1471386738429988867;believe;negative;present
8551;1510343571940904965;believe;positive;future
8552;1478808656607162377;deny;positive;present
8553;1461820995703033856;believe;neutral;future
8554;1445690656253378564;deny;positive;present
8555;1471099525112950786;deny;neutral;future
8556;1477947329118289920;believe;negative;future
8557;1473885193887002627;deny;positive;present
8558;1459775255925252098;deny;negative;present
8559;1476069565058670592;deny;negative;future
8560;1517350896279072769;believe;neutral;past
8561;1479463221463592970;believe;negative;future
8562;1462175635489509377;believe;neutral;future
8563;1514736703709216804;believe;positive;future
8564;1510456907047354371;believe;positive;past
8565;1514409815229210624;believe;positive;past
8566;1505792572316262402;believe;neutral;past
8567;1472794768178434050;believe;negative;past
8568;1483950691316113408;deny;negative;present
8569;1479221245426257926;believe;negative;future
8570;1469795267972984835;believe;neutral;present
8571;1514441387390894086;believe;positive;present
8572;1462107292720115725;believe;negative;future
8573;1461937029147598848;believe;neutral;present
8574;1472098633243791360;believe;negative;future
8575;1514414544638017536;believe;positive;present
8576;1498754038271291395;believe;positive;future
8577;1510029573085356039;believe;positive;past
8578;1514410912777928705;believe;positive;past
8579;1462321653493288962;believe;neutral;present
8580;1483134882972901379;believe;positive;future
8581;1494345281655214086;deny;negative;past
8582;1514603335319691280;believe;positive;future
8583;1483884401276686336;deny;positive;past
8584;1424760109419442177;believe;negative;future
8585;1517548799962619910;believe;positive;future
8586;1477096344649089025;believe;neutral;future
8587;1460326398485311491;deny;negative;present
8588;1480306398676221960;believe;negative;future
8589;1494889797143433217;deny;negative;future
8590;1483653650736377856;believe;positive;present
8591;1481352479619092483;deny;negative;present
8592;1469140605343354888;deny;negative;future
8593;1460112598809006080;believe;negative;future
8594;1460952486706098181;believe;positive;present
8595;1477142901297713153;believe;negative;future
8596;1486956190387085317;deny;negative;present
8597;1499375345232797696;believe;positive;future
8598;1425584493260378119;believe;negative;future
8599;1516152669215338509;believe;positive;present
8600;1517471369042276353;believe;positive;future
8601;1476769006711230470;believe;positive;future
8602;1472919148678291458;deny;negative;past
8603;1473193071294615552;believe;negative;future
8604;1516233673976446982;believe;positive;future
8605;1514634375723425800;believe;neutral;past
8606;1481161522223235078;believe;positive;future
8607;1494102796400054278;deny;positive;present
8608;1471586173093130242;believe;positive;present
8609;1460735941379772423;deny;negative;past
8610;1461925146747277317;believe;positive;future
8611;1515748560062590976;believe;positive;future
8612;1470598822652907523;believe;negative;present
8613;1500474171020697600;believe;neutral;past
8614;1491925779642470404;deny;neutral;future
8615;1479210008080306182;believe;neutral;future
8616;1517086976721235969;believe;positive;future
8617;1512391942524620803;believe;positive;present
8618;1481731137877655553;deny;negative;past
8619;1514503936584998912;believe;positive;present
8620;1474828952938156034;deny;neutral;present
8621;1478164120822243331;believe;neutral;future
8622;1495645259207958530;deny;negative;future
8623;1477042589174054915;believe;positive;present
8624;1491345039737323523;deny;negative;present
8625;1478063355525009412;deny;negative;past
8626;1475408007844573184;deny;negative;future
8627;1456752404481953795;believe;positive;present
8628;1468823258925391875;believe;positive;present
8629;1481374080850927617;deny;negative;future
8630;1482639502329847811;believe;neutral;past
8631;1424081707343355905;believe;negative;present
8632;1514505762592399362;believe;positive;future
8633;1508799148757245964;believe;neutral;future
8634;1499415161936957443;believe;neutral;past
8635;1428591668509487104;believe;negative;present
8636;1469995558542708737;deny;positive;future
8637;1485551985030012928;deny;negative;future
8638;1475736627247001601;believe;neutral;future
8639;1517507937689694208;believe;positive;future
8640;1472629484813795331;believe;negative;present
8641;1516452736425992197;believe;positive;future
8642;1469748479522222082;deny;negative;present
8643;1481381924249927680;deny;negative;future
8644;1511078122648711174;believe;positive;future
8645;1477661721640722435;believe;negative;future
8646;1477966456390254593;believe;negative;future
8647;1472897911985950721;believe;negative;present
8648;1469314090661294089;believe;positive;future
8649;1511705457689210886;believe;positive;past
8650;1471290993190359045;believe;negative;present
8651;1514270574285148168;believe;positive;future
8652;1484541664794484739;deny;neutral;future
8653;1469814638414123010;deny;negative;past
8654;1487383286452297728;deny;positive;present
8655;1514615011901026314;believe;positive;future
8656;1505641397331783680;believe;neutral;past
8657;1478389370109534212;deny;neutral;present
8658;1430245441673777152;deny;negative;present
8659;1489158633279606787;deny;positive;future
8660;1456924425614413835;believe;positive;past
8661;1491126059206684674;deny;negative;present
8662;1459920404907184146;deny;negative;future
8663;1453493460435030019;believe;neutral;past
8664;1456901020324229125;believe;positive;present
8665;1498652763416412162;deny;positive;past
8666;1503889084464336897;believe;neutral;future
8667;1461098093873709065;believe;neutral;future
8668;1431398358745116681;believe;negative;present
8669;1513508568686907392;believe;positive;future
8670;1479736822603395075;believe;neutral;future
8671;1420774268787363841;believe;negative;past
8672;1498261244582797316;deny;positive;past
8673;1490723233200541696;deny;negative;past
8674;1452715810275856384;believe;negative;future
8675;1508241310783877120;believe;positive;future
8676;1470336622063353857;believe;negative;future
8677;1473451675172147200;believe;negative;present
8678;1470420428908728322;believe;neutral;future
8679;1468496778756460544;believe;negative;future
8680;1475853677084749828;believe;neutral;future
8681;1514439451124334597;believe;positive;future
8682;1490317108139466757;deny;negative;future
8683;1472238913305690124;believe;negative;future
8684;1468190395901218821;believe;neutral;future
8685;1477901231464992768;believe;negative;future
8686;1471110149871915020;believe;negative;future
8687;1483705617462493186;believe;positive;future
8688;1421528262262546443;believe;positive;future
8689;1497057964380889091;deny;negative;present
8690;1445673119536926721;deny;positive;future
8691;1426645698930487299;believe;positive;future
8692;1488299402863071233;deny;negative;future
8693;1492682268782911488;deny;positive;past
8694;1489472497497952262;deny;negative;present
8695;1515540532444884992;believe;positive;future
8696;1468682597614059520;deny;negative;past
8697;1456659387561373698;believe;negative;future
8698;1497920664720003073;believe;neutral;future
8699;1476372577681608717;believe;negative;future
8700;1477725318412738567;believe;neutral;present
8701;1514378916408049671;believe;positive;future
8702;1499795188897628160;believe;neutral;future
8703;1503018681038639106;believe;positive;present
8704;1480266186101297157;believe;positive;future
8705;1510352537211183107;believe;positive;present
8706;1483774150510452737;believe;positive;future
8707;1516163722888232963;believe;positive;present
8708;1483739231960788992;believe;neutral;future
8709;1424897640043528200;believe;negative;future
8710;1479402275382587392;believe;negative;future
8711;1517621810153488384;believe;neutral;past
8712;1440471113306296321;believe;negative;future
8713;1481002547070607370;believe;positive;present
8714;1470192229851357185;deny;positive;past
8715;1480523759253483523;believe;positive;present
8716;1498307797129256962;believe;neutral;past
8717;1471377358569586691;believe;negative;future
8718;1482847821711790080;believe;neutral;future
8719;1476827264239038465;believe;negative;future
8720;1455641694473498625;believe;negative;future
8721;1514616907818622977;believe;positive;future
8722;1452296873834856452;believe;negative;future
8723;1475610042376224768;deny;negative;future
8724;1480193212123865095;believe;negative;future
8725;1514878118162579458;believe;positive;future
8726;1461213529780883460;believe;negative;future
8727;1480553767602999309;believe;neutral;future
8728;1472924063085510659;deny;positive;future
8729;1517277066752049152;believe;positive;present
8730;1481881044429438978;believe;positive;future
8731;1514649651584114689;believe;positive;future
8732;1499158032357502977;believe;positive;future
8733;1481833729916125184;believe;positive;future
8734;1471659006829731840;believe;neutral;future
8735;1490936632547049472;deny;positive;past
8736;1440994851680661505;believe;neutral;future
8737;1476746930298363904;believe;negative;future
8738;1460482282758701056;believe;negative;future
8739;1514240846769573897;believe;positive;future
8740;1428711596881158152;believe;positive;past
8741;1471440228544126978;believe;negative;present
8742;1467599340277583872;deny;neutral;past
8743;1514860062543867907;believe;positive;future
8744;1482711640264953858;believe;positive;present
8745;1514992534753509376;believe;positive;future
8746;1510267290285223942;believe;positive;past
8747;1457632827256811521;believe;negative;future
8748;1514557240979890179;believe;positive;future
8749;1475681044623994880;deny;neutral;future
8750;1468467497598861312;believe;neutral;future
8751;1483980205291044866;believe;positive;future
8752;1460817938844319747;deny;negative;present
8753;1469408901472952334;believe;neutral;past
8754;1493731794285481987;deny;positive;past
8755;1430164345707761675;believe;negative;future
8756;1516805326493921291;believe;positive;future
8757;1477131036760936451;believe;negative;past
8758;1477889397387235328;believe;neutral;past
8759;1515480613314211843;believe;neutral;past
8760;1495501056750538752;deny;neutral;present
8761;1468523713742053376;believe;negative;future
8762;1477007000919629824;believe;positive;future
8763;1478061108938166273;believe;neutral;future
8764;1482940054867693572;believe;neutral;past
8765;1475444665763696641;deny;negative;present
8766;1489699704510242822;deny;negative;past
8767;1512747743512784904;believe;positive;present
8768;1469232252022370304;believe;neutral;present
8769;1490902900054237191;deny;negative;present
8770;1433784267272867844;believe;neutral;present
8771;1471105889700511747;believe;negative;future
8772;1516915996455366657;believe;positive;future
8773;1514623300122853377;believe;positive;future
8774;1475384128526761985;believe;negative;future
8775;1476015706433101826;believe;negative;future
8776;1479485580421517316;believe;neutral;present
8777;1484684147503378433;deny;negative;present
8778;1514859443858866177;believe;positive;future
8779;1425053512115703811;believe;negative;future
8780;1474188173941121026;believe;negative;present
8781;1484221340697522178;deny;negative;past
8782;1499569454744752129;believe;neutral;future
8783;1484853666498629634;deny;positive;present
8784;1475586189742780416;believe;negative;present
8785;1474951889372553219;believe;negative;past
8786;1491221252786524160;deny;positive;future
8787;1516029587737640960;believe;positive;past
8788;1515536715267846149;believe;positive;future
8789;1514605660616372232;believe;positive;future
8790;1478800412782256135;deny;neutral;present
8791;1461986594869497860;believe;neutral;future
8792;1514549687755284488;believe;positive;future
8793;1471092671259238402;believe;negative;future
8794;1471060125238636546;believe;neutral;present
8795;1514565165836279810;believe;positive;future
8796;1461011400134856712;believe;negative;future
8797;1468271625019793408;believe;negative;future
8798;1515202161915080704;believe;positive;present
8799;1476372545741983747;believe;negative;future
8800;1483822892848599045;believe;neutral;present
8801;1508382891033907208;believe;neutral;past
8802;1461136025363824641;deny;positive;present
8803;1460453950851739652;believe;negative;past
8804;1477665473479069700;deny;negative;future
8805;1498298068197773317;deny;negative;present
8806;1514587357441556480;believe;positive;future
8807;1450885805778505738;believe;positive;future
8808;1446758753689391105;deny;positive;future
8809;1470511682434879491;believe;negative;future
8810;1516803087280881671;believe;positive;present
8811;1479441417521057793;believe;negative;future
8812;1475244682279993346;believe;positive;future
8813;1479787872463077377;believe;negative;future
8814;1485550242116550663;believe;neutral;present
8815;1515028823959654401;believe;positive;present
8816;1479855941650685964;believe;positive;past
8817;1484217499050774535;believe;neutral;future
8818;1475294087758508034;believe;negative;future
8819;1503425929464344576;believe;positive;present
8820;1455536048142966784;believe;positive;past
8821;1491889842439008265;deny;negative;present
8822;1480926809407565827;deny;positive;present
8823;1515233836803764224;believe;positive;future
8824;1480908836877778946;believe;neutral;future
8825;1478015799671537671;deny;negative;past
8826;1472631037645791237;believe;negative;present
8827;1492593140896870405;deny;positive;future
8828;1481904691479212032;believe;neutral;future
8829;1507224522511962114;believe;neutral;future
8830;1468348186699968517;believe;neutral;past
8831;1489880360867405825;deny;negative;present
8832;1480683322984452104;believe;neutral;past
8833;1498262503876407298;believe;neutral;future
8834;1514451665512181762;believe;positive;future
8835;1472842335528665089;believe;neutral;future
8836;1470414960643788800;believe;positive;future
8837;1474477250464649218;believe;negative;future
8838;1460579115996631041;believe;positive;future
8839;1514556631648186371;believe;positive;future
8840;1479446736364056578;believe;negative;future
8841;1456657562854592512;believe;negative;past
8842;1516459009024401413;believe;positive;present
8843;1460511912169517059;believe;negative;present
8844;1470993189490282500;believe;negative;present
8845;1467738839548526592;believe;neutral;past
8846;1425725801807421444;believe;neutral;present
8847;1476515625505898498;believe;neutral;future
8848;1474311363254431747;believe;negative;future
8849;1511128926990774273;believe;positive;future
8850;1498610728571396098;deny;negative;past
8851;1469209567192100868;believe;positive;past
8852;1509363637319655427;believe;positive;future
8853;1514525402643021826;believe;positive;future
8854;1472020864807755776;believe;negative;present
8855;1499083868716077072;believe;neutral;future
8856;1512599943139061766;believe;positive;future
8857;1440994742519537672;believe;negative;present
8858;1478825622164099075;believe;negative;future
8859;1457704133234868227;believe;negative;past
8860;1514033852364165121;believe;positive;future
8861;1438591531569586181;believe;neutral;past
8862;1472721223595474948;deny;negative;past
8863;1492197052046094348;deny;negative;future
8864;1499086320630644741;believe;neutral;future
8865;1476885809064198156;believe;neutral;past
8866;1514938141001531396;believe;positive;future
8867;1484134036016619525;deny;negative;future
8868;1478715256746696706;deny;negative;past
8869;1472425074233909249;believe;neutral;future
8870;1497317992383848457;believe;neutral;future
8871;1461177439996899328;believe;neutral;present
8872;1514572153949147143;believe;positive;future
8873;1452563821613223936;believe;neutral;future
8874;1515038746042843146;believe;positive;future
8875;1458571534763765761;believe;negative;future
8876;1472981102289514496;believe;negative;future
8877;1476009378448879638;believe;negative;past
8878;1502863956657979394;believe;neutral;future
8879;1498194708706721792;deny;negative;past
8880;1469813924384186371;believe;negative;future
8881;1483237237177344003;deny;positive;future
8882;1482620198431518722;believe;positive;future
8883;1513946734837309444;believe;positive;future
8884;1473460669370482689;believe;negative;future
8885;1479145677095637000;believe;negative;future
8886;1479357244101693442;deny;negative;future
8887;1469642489577541636;believe;negative;future
8888;1477716641643470857;believe;negative;future
8889;1461691897521520657;believe;negative;future
8890;1479865113209360384;believe;negative;future
8891;1501410469256384514;believe;neutral;future
8892;1471452147942309890;deny;negative;past
8893;1461262013947076608;believe;negative;future
8894;1469792025285300225;believe;negative;past
8895;1446571744072929281;believe;neutral;present
8896;1514856704751509504;believe;positive;future
8897;1476726391274041346;believe;neutral;future
8898;1517481484499795971;believe;positive;future
8899;1489549951373922304;deny;negative;present
8900;1460984091139051534;believe;neutral;past
8901;1514547983462764544;believe;positive;future
8902;1468981686461468677;believe;negative;past
8903;1498410555312197632;believe;positive;future
8904;1443630881659293696;believe;negative;present
8905;1480728248673783810;believe;neutral;future
8906;1461009944430346240;believe;neutral;present
8907;1476559036925444101;deny;negative;future
8908;1469807803208544257;believe;positive;future
8909;1502368406108090378;believe;neutral;past
8910;1469850110615908354;believe;negative;future
8911;1504255276266012674;believe;positive;future
8912;1504106641519644673;believe;positive;future
8913;1482450785296429064;deny;positive;present
8914;1440073308876070919;believe;positive;future
8915;1475997839025135619;believe;negative;past
8916;1514408094893510660;believe;positive;present
8917;1426333648907915267;deny;negative;future
8918;1487956187748438018;deny;negative;future
8919;1484510515665809408;believe;neutral;future
8920;1510998268582498310;believe;neutral;future
8921;1479982067563724800;believe;neutral;future
8922;1516300327024140288;believe;positive;future
8923;1516524964312412162;believe;positive;future
8924;1476609720353886217;deny;negative;future
8925;1476189209207742465;believe;negative;future
8926;1461041178158280711;deny;negative;present
8927;1468604901790031875;believe;neutral;past
8928;1470356736838144000;believe;negative;future
8929;1471814890805465091;believe;negative;future
8930;1468884007597142016;believe;positive;future
8931;1470923210195566593;believe;positive;future
8932;1467684603838144519;believe;negative;future
8933;1469426918667784207;believe;neutral;future
8934;1514702985410269185;believe;positive;past
8935;1511122779982151683;believe;positive;future
8936;1461596788092248069;believe;negative;past
8937;1477409422725029889;believe;neutral;present
8938;1471149274889003015;believe;neutral;past
8939;1461601396508270593;believe;neutral;present
8940;1506383627990536204;believe;neutral;future
8941;1498378251177238530;deny;negative;past
8942;1498298088993267715;believe;neutral;present
8943;1509186632594993152;believe;neutral;future
8944;1475931322094956547;deny;negative;past
8945;1460669121838956553;deny;positive;past
8946;1467680903472168960;believe;positive;future
8947;1504100550438268933;believe;positive;future
8948;1441415824179298317;believe;negative;present
8949;1489549945770319877;deny;negative;present
8950;1460104771432505347;deny;negative;past
8951;1472901219056336897;believe;negative;future
8952;1476235684704702470;believe;negative;present
8953;1514074129221136387;believe;positive;present
8954;1469684496698122241;believe;neutral;future
8955;1482389616523190274;deny;negative;past
8956;1468309230453239809;believe;positive;present
8957;1474328353700298785;believe;negative;past
8958;1462148540659081230;believe;negative;past
8959;1470354537697488903;deny;positive;present
8960;1516942690902069249;believe;positive;future
8961;1460993783819034631;believe;negative;future
8962;1474174251804540930;deny;negative;future
8963;1460723986749431808;deny;negative;future
8964;1483647745936490501;believe;positive;future
8965;1470531034290786304;believe;negative;future
8966;1477538327922237440;believe;negative;past
8967;1429530883564834816;believe;negative;future
8968;1468557831418912774;believe;negative;present
8969;1496481524790796288;deny;positive;present
8970;1508538542523236352;believe;neutral;future
8971;1500662602204323840;believe;positive;future
8972;1485977814461517830;believe;positive;future
8973;1474467938463850497;believe;negative;future
8974;1476756533392261121;believe;neutral;past
8975;1517448359740854272;believe;positive;future
8976;1488749800392740865;deny;negative;future
8977;1514534830406799368;believe;positive;future
8978;1476170251813457921;believe;negative;past
8979;1477383333398994945;deny;positive;present
